id,name,description,brand_id,category_id,price,load_class,application,temperature_range
679,INA SETZEN-6802 (Variante B),INA SETZEN-6802 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,4,2,237.02,low,automotive,-20–120°C
680,SKF NENNEN-6129 (Variante B),SKF NENNEN-6129 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,1,4,427.77,low,industrial,-40–200°C
681,INA BEIN-1341 (Variante B),INA BEIN-1341 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,4,3,62.50,high,industrial,-40–200°C
682,INA ZEIT-2734 (Variante B),INA ZEIT-2734 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,4,3,50.24,medium,automotive,-20–120°C
683,NSK FINDEN-6083 (Variante B),NSK FINDEN-6083 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,5,1,189.66,medium,industrial,-40–200°C
684,FAG SUCHEN-2868 (Variante B),FAG SUCHEN-2868 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,2,1,241.65,high,precision,0–80°C
685,FAG ARZT-5193 (Variante B),FAG ARZT-5193 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,2,56.89,medium,industrial,0–80°C
686,FAG ALSO-9095 (Variante B),FAG ALSO-9095 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,2,1,90.58,high,precision,-40–200°C
687,NSK WIEDER-6179 (Variante B),NSK WIEDER-6179 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,5,3,401.98,high,precision,0–80°C
688,INA GESTERN-1920 (Variante B),INA GESTERN-1920 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,3,371.20,medium,precision,-40–200°C
689,INA LETZTE-5703 (Variante B),INA LETZTE-5703 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,1,36.08,medium,precision,-40–200°C
690,NSK STRASSE-4084 (Variante B),NSK STRASSE-4084 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,5,1,214.12,medium,automotive,0–80°C
691,INA KLEIN-6626 (Variante B),INA KLEIN-6626 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,4,1,377.83,medium,precision,-20–120°C
692,FAG TÜR-8172 (Variante B),FAG TÜR-8172 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,2,1,122.58,low,precision,-40–200°C
693,Schaeffler MINUTE-6543 (Variante B),Schaeffler MINUTE-6543 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,3,3,185.87,medium,precision,0–80°C
694,Schaeffler FLASCHE-7333 (Variante B),Schaeffler FLASCHE-7333 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,3,1,263.17,high,precision,0–80°C
695,Schaeffler TUN-3317 (Variante B),Schaeffler TUN-3317 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,3,1,274.40,medium,automotive,0–80°C
696,NSK SPÄTER-7171 (Variante B),NSK SPÄTER-7171 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,5,1,150.61,medium,industrial,0–80°C
697,INA ARZT-6060 (Variante B),INA ARZT-6060 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,4,3,18.56,low,industrial,0–80°C
698,INA DAS-3253 (Variante B),INA DAS-3253 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,4,2,112.97,high,automotive,-40–200°C
699,SKF SEITE-3147 (Variante B),SKF SEITE-3147 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,1,1,310.29,medium,automotive,-20–120°C
700,FAG BERG-1715 (Variante B),FAG BERG-1715 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,2,2,337.14,high,precision,0–80°C
701,NSK REICH-8355 (Variante B),NSK REICH-8355 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,5,3,351.28,medium,precision,-20–120°C
702,FAG FRAGEN-8218 (Variante B),FAG FRAGEN-8218 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,3,317.71,medium,automotive,0–80°C
703,FAG STÜCK-3267 (Variante B),FAG STÜCK-3267 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,2,2,373.43,low,automotive,-20–120°C
704,Schaeffler GELD-9452 (Variante B),Schaeffler GELD-9452 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,3,1,332.71,medium,automotive,-20–120°C
705,Schaeffler GANZ-3414 (Variante B),Schaeffler GANZ-3414 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,4,420.58,low,industrial,-40–200°C
706,INA SCHLUSS-7797 (Variante B),INA SCHLUSS-7797 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,4,3,431.99,medium,precision,-20–120°C
707,FAG NEBEN-7142 (Variante B),FAG NEBEN-7142 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,2,4,461.02,high,automotive,0–80°C
708,SKF TIEF-3254 (Variante B),SKF TIEF-3254 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,1,3,368.96,low,automotive,-20–120°C
709,INA SCHWER-2298 (Variante B),INA SCHWER-2298 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,4,4,289.17,high,precision,-40–200°C
710,NSK GESCHICHTE-5720 (Variante B),NSK GESCHICHTE-5720 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,5,4,60.69,low,automotive,-40–200°C
711,FAG NUN-8489 (Variante B),FAG NUN-8489 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,2,4,299.87,high,automotive,-20–120°C
712,NSK HALTEN-4963 (Variante B),NSK HALTEN-4963 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,5,1,296.70,low,automotive,-40–200°C
713,INA EIGENTLICH-4941 (Variante B),INA EIGENTLICH-4941 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,4,1,288.94,medium,precision,-20–120°C
714,NSK RUHIG-9618 (Variante B),NSK RUHIG-9618 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,5,3,40.97,high,automotive,0–80°C
715,INA KIND-7116 (Variante B),INA KIND-7116 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,4,1,298.39,low,automotive,-20–120°C
716,Schaeffler BALD-2698 (Variante B),Schaeffler BALD-2698 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,3,2,342.46,high,industrial,0–80°C
717,Schaeffler SEITE-3868 (Variante B),Schaeffler SEITE-3868 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,3,3,378.98,medium,industrial,-40–200°C
718,FAG AB-8498 (Variante B),FAG AB-8498 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,1,334.81,medium,precision,0–80°C
719,FAG EIS-6080 (Variante B),FAG EIS-6080 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,2,1,153.33,high,automotive,-40–200°C
720,Schaeffler HOLEN-4131 (Variante B),Schaeffler HOLEN-4131 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,3,1,351.69,high,automotive,-40–200°C
721,Schaeffler KOCHEN-8159 (Variante B),Schaeffler KOCHEN-8159 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,3,1,372.56,medium,precision,0–80°C
722,FAG SCHWER-7018 (Variante B),FAG SCHWER-7018 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,2,4,323.95,medium,industrial,-20–120°C
723,SKF NEBEN-3956 (Variante B),SKF NEBEN-3956 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,4,283.33,low,automotive,0–80°C
724,SKF TAG-6021 (Variante B),SKF TAG-6021 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,3,309.82,low,automotive,0–80°C
725,INA HUND-6776 (Variante B),INA HUND-6776 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,4,3,212.94,low,industrial,0–80°C
726,SKF WIE-3621 (Variante B),SKF WIE-3621 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,1,4,174.96,medium,precision,-20–120°C
727,INA UNTEN-4866 (Variante B),INA UNTEN-4866 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,4,1,67.51,low,precision,-40–200°C
728,NSK GERN-8371 (Variante B),NSK GERN-8371 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,5,1,284.53,low,industrial,-40–200°C
729,NSK ERST-7521 (Variante B),NSK ERST-7521 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,5,2,250.25,medium,industrial,-40–200°C
730,SKF VON-7340 (Variante B),SKF VON-7340 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,1,2,236.47,high,automotive,-40–200°C
731,Schaeffler KLETTERN-5678 (Variante B),Schaeffler KLETTERN-5678 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,3,4,107.54,medium,industrial,0–80°C
732,FAG HAT-8292 (Variante B),FAG HAT-8292 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,2,1,215.17,medium,precision,-40–200°C
733,SKF LAND-3580 (Variante B),SKF LAND-3580 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,1,3,414.26,high,automotive,-40–200°C
734,FAG RICHTIG-3275 (Variante B),FAG RICHTIG-3275 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,2,1,456.76,low,industrial,0–80°C
735,NSK HIER-3126 (Variante B),NSK HIER-3126 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,5,3,222.13,low,industrial,-20–120°C
736,Schaeffler LANGSAM-8842 (Variante B),Schaeffler LANGSAM-8842 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,3,4,463.31,high,automotive,-20–120°C
737,FAG LASSEN-8372 (Variante B),FAG LASSEN-8372 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,2,3,301.41,low,automotive,-20–120°C
738,NSK GAB-3114 (Variante B),NSK GAB-3114 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,5,2,358.25,medium,industrial,-20–120°C
739,FAG AUS-6286 (Variante B),FAG AUS-6286 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,3,84.92,medium,precision,0–80°C
740,NSK VOM-5105 (Variante B),NSK VOM-5105 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,5,3,393.68,low,industrial,-40–200°C
741,Schaeffler RECHNEN-3762 (Variante B),Schaeffler RECHNEN-3762 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,3,1,238.06,low,automotive,0–80°C
742,NSK WARUM-1674 (Variante B),NSK WARUM-1674 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,5,3,392.13,medium,industrial,0–80°C
743,NSK SPÄTER-7825 (Variante B),NSK SPÄTER-7825 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,5,3,305.39,low,automotive,0–80°C
744,NSK BEIN-5949 (Variante B),NSK BEIN-5949 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,5,3,301.21,high,automotive,-20–120°C
745,Schaeffler SEITE-1981 (Variante B),Schaeffler SEITE-1981 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,4,43.37,low,industrial,-40–200°C
746,INA WENIG-3353 (Variante B),INA WENIG-3353 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,4,2,164.47,medium,automotive,0–80°C
747,FAG DREHEN-2739 (Variante B),FAG DREHEN-2739 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,2,3,243.69,medium,precision,-40–200°C
748,SKF SCHICKEN-3308 (Variante B),SKF SCHICKEN-3308 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,1,3,214.05,high,industrial,-40–200°C
749,INA PAPA-3616 (Variante B),INA PAPA-3616 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,4,4,122.82,high,industrial,0–80°C
750,INA BAUM-6055 (Variante B),INA BAUM-6055 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,4,4,236.33,low,automotive,-40–200°C
751,INA SCHÖN-4524 (Variante B),INA SCHÖN-4524 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,4,4,448.40,low,precision,0–80°C
752,Schaeffler ES-8710 (Variante B),Schaeffler ES-8710 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,3,4,281.10,medium,automotive,-20–120°C
753,FAG WOHL-7606 (Variante B),FAG WOHL-7606 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,2,3,340.00,low,industrial,-20–120°C
754,SKF SCHWESTER-5728 (Variante B),SKF SCHWESTER-5728 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,1,2,174.60,medium,automotive,0–80°C
755,NSK BRINGEN-2946 (Variante B),NSK BRINGEN-2946 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,5,3,384.33,low,automotive,-20–120°C
756,Schaeffler SPRECHEN-6990 (Variante B),Schaeffler SPRECHEN-6990 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,3,263.11,low,precision,-40–200°C
757,NSK DUNKEL-1742 (Variante B),NSK DUNKEL-1742 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,5,4,236.93,low,precision,0–80°C
758,INA PLÖTZLICH-9446 (Variante B),INA PLÖTZLICH-9446 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,4,4,77.80,medium,industrial,0–80°C
759,FAG ARZT-5902 (Variante B),FAG ARZT-5902 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,2,4,459.25,medium,precision,-20–120°C
760,NSK ES-1272 (Variante B),NSK ES-1272 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,5,3,225.52,low,automotive,-40–200°C
761,NSK FRÖHLICH-1436 (Variante B),NSK FRÖHLICH-1436 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,5,3,371.39,high,precision,0–80°C
762,SKF PACKEN-7229 (Variante B),SKF PACKEN-7229 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,1,4,87.58,high,industrial,-40–200°C
763,SKF GESTERN-6139 (Variante B),SKF GESTERN-6139 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,1,2,18.88,medium,industrial,0–80°C
764,FAG GESICHT-8726 (Variante B),FAG GESICHT-8726 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,2,4,237.72,low,industrial,-20–120°C
765,FAG SCHNEE-8837 (Variante B),FAG SCHNEE-8837 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,2,3,462.65,low,industrial,0–80°C
766,INA ÜBERALL-5331 (Variante B),INA ÜBERALL-5331 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,4,3,257.87,high,automotive,0–80°C
767,Schaeffler STEIN-5876 (Variante B),Schaeffler STEIN-5876 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,3,3,112.21,medium,precision,-20–120°C
